# Parte A – EMG emulado extendido | 20260422_151228
# Fs=1000 Hz | Duracion=52 s | Repeticiones=11
# Tiempo[s]	Amplitud[V]
8.457000	-0.007565
8.458000	0.004987
8.459000	-0.014968
8.460000	0.001125
8.461000	-0.037175
8.462000	-0.297229
8.463000	-0.266010
8.464000	-0.203571
8.465000	0.159152
8.466000	0.262144
8.467000	0.255707
8.468000	0.126968
8.469000	0.022367
8.470000	0.023654
8.471000	-0.039106
8.472000	-0.068395
8.473000	-0.067107
8.474000	-0.085131
8.475000	-0.089959
8.476000	-0.082556
8.477000	-0.053268
8.478000	-0.015611
8.479000	-0.015611
8.480000	0.028804
8.481000	0.056805
8.482000	0.060345
8.483000	0.068069
8.484000	0.086736
8.485000	0.044252
8.486000	0.033953
8.487000	0.011746
8.488000	-0.006600
8.489000	-0.004347
8.490000	-0.011106
8.491000	-0.034922
8.492000	-0.034279
8.493000	-0.064211
8.494000	-0.075797
8.495000	-0.071613
8.496000	-0.058739
8.497000	-0.020439
8.498000	-0.018830
8.499000	0.012068
8.500000	0.034275
8.501000	0.041356
8.502000	0.013999
8.503000	-0.052946
8.504000	-0.098970
8.505000	-0.134052
8.506000	-0.170099
8.507000	-0.142098
8.508000	-0.132443
8.509000	-0.091890
8.510000	-0.071935
8.511000	-0.076119
8.512000	-0.072579
8.513000	-0.040072
8.514000	-0.040394
8.515000	-0.042969
8.516000	-0.045543
8.517000	-0.045865
8.518000	-0.047475
8.519000	-0.045865
8.520000	-0.045222
8.521000	-0.044256
8.522000	-0.044256
8.523000	-0.042647
8.524000	-0.040072
8.525000	-0.040072
8.526000	-0.039106
8.527000	-0.040072
8.528000	-0.040394
8.529000	-0.040072
8.530000	-0.041038
8.531000	-0.041681
8.532000	-0.044900
8.533000	-0.047796
8.534000	-0.047475
8.535000	-0.047796
8.536000	-0.046831
8.537000	-0.046187
8.538000	-0.045222
8.539000	-0.043290
8.540000	-0.041681
8.541000	-0.040072
8.542000	-0.039750
8.543000	-0.040394
8.544000	-0.040394
8.545000	-0.040716
8.546000	-0.041681
8.547000	-0.042647
8.548000	-0.044900
8.549000	-0.047153
8.550000	-0.047475
8.551000	-0.047475
8.552000	-0.048440
8.553000	-0.047796
8.554000	-0.045865
8.555000	-0.053911
8.556000	-0.051659
8.557000	-0.030417
8.558000	-0.041038
8.559000	-0.037175
8.560000	-0.040716
8.561000	-0.055521
8.562000	-0.049406
8.563000	-0.075797
8.564000	-0.061958
8.565000	-0.083522
8.566000	-0.099292
8.567000	-0.120212
8.568000	-0.139523
8.569000	-0.142098
8.570000	-0.160122
8.571000	-0.146926
8.572000	-0.158512
8.573000	-0.145317
8.574000	-0.136627
8.575000	-0.135661
8.576000	-0.133086
8.577000	-0.132443
8.578000	-0.142420
8.579000	-0.124396
8.580000	-0.106051
8.581000	-0.116028
8.582000	-0.079981
8.583000	-0.062601
8.584000	-0.064532
8.585000	-0.045543
8.586000	-0.018508
8.587000	-0.008853
8.588000	0.013677
8.589000	0.047793
8.590000	0.098967
8.591000	0.098645
8.592000	0.130186
8.593000	0.119565
8.594000	0.111197
8.595000	0.012711
8.596000	-0.088671
8.597000	-0.088993
8.598000	-0.136627
8.599000	-0.131477
8.600000	-0.140167
8.601000	-0.112810
8.602000	-0.095108
8.603000	-0.101867
8.604000	-0.104120
8.605000	-0.122465
8.606000	-0.123431
8.607000	-0.144995
8.608000	-0.212583
8.609000	-0.294011
8.610000	-0.332633
8.611000	-0.249596
8.612000	0.120209
8.613000	0.129542
8.614000	0.217729
8.615000	0.086415
8.616000	0.092208
8.617000	0.080943
8.618000	0.054552
8.619000	0.046827
8.620000	0.067426
8.621000	0.100898
8.622000	0.102185
8.623000	0.216442
8.624000	0.341319
8.625000	0.349687
8.626000	-0.025267
8.627000	1.075134
8.628000	0.878485
8.629000	1.212886
8.630000	-0.608457
8.631000	-1.311375
8.632000	-1.356112
8.633000	-0.962813
8.634000	-0.232538
8.635000	-0.212905
8.636000	0.177176
8.637000	0.309456
8.638000	0.301088
8.639000	0.148210
8.640000	0.009815
8.641000	0.003378
8.642000	-0.032026
8.643000	0.004665
8.644000	0.011424
8.645000	0.068391
8.646000	0.106047
8.647000	0.106369
8.648000	0.125680
8.649000	0.157221
8.650000	0.181038
8.651000	0.196809
8.652000	0.267294
8.653000	0.385412
8.654000	0.393458
8.655000	0.592039
8.656000	0.808644
8.657000	0.948326
8.658000	0.556958
8.659000	-0.103154
8.660000	0.011424
8.661000	0.661559
8.662000	0.472633
8.663000	0.480036
8.664000	0.483254
8.665000	0.319111
8.666000	0.310421
8.667000	0.074184
8.668000	-0.102833
8.669000	-0.135661
8.670000	-0.225779
8.671000	-0.292080
8.672000	-0.313322
8.673000	-0.307528
8.674000	-0.313644
8.675000	-0.286286
8.676000	-0.293689
8.677000	-0.263113
8.678000	-0.225457
8.679000	-0.218698
8.680000	-0.188444
8.681000	-0.145960
8.682000	-0.139201
8.683000	-0.112488
8.684000	-0.082234
8.685000	-0.082556
8.686000	-0.067107
8.687000	-0.048118
8.688000	-0.047796
8.689000	-0.045865
8.690000	-0.032991
8.691000	-0.022370
8.692000	-0.012393
8.693000	0.017861
8.694000	0.051655
8.695000	0.051011
8.696000	0.088346
8.697000	0.091564
8.698000	0.096714
8.699000	0.083840
8.700000	0.081909
8.701000	0.073541
8.702000	0.087058
8.703000	0.099610
8.704000	0.086093
8.705000	0.095426
8.706000	0.084805
8.707000	0.090277
8.708000	0.080621
8.709000	0.069678
8.710000	0.062920
8.711000	0.054873
8.712000	0.069035
8.713000	0.057126
8.714000	0.052942
8.715000	0.047149
8.716000	0.044896
8.717000	0.044896
8.718000	0.035884
8.719000	0.055195
8.720000	0.056483
8.721000	0.083196
8.722000	0.106047
8.723000	0.108300
8.724000	0.128255
8.725000	0.156256
8.726000	0.156578
8.727000	0.166877
8.728000	0.194234
8.729000	0.186188
8.730000	0.229959
8.731000	0.266328
8.732000	0.268903
8.733000	0.288536
8.734000	0.271478
8.735000	0.254742
8.736000	0.255063
8.737000	0.213867
8.738000	0.181038
8.739000	0.182326
8.740000	0.173636
8.741000	0.193268
8.742000	0.186188
8.743000	0.134048
8.744000	0.025907
8.745000	0.025585
8.746000	-0.037819
8.747000	-0.043290
8.748000	-0.044900
8.749000	-0.047475
8.750000	-0.030417
8.751000	-0.044256
8.752000	-0.027198
8.753000	-0.006922
8.754000	0.024620
8.755000	0.047793
8.756000	0.098323
8.757000	0.163337
8.758000	0.164302
8.759000	0.137910
8.760000	0.092208
8.761000	0.088989
8.762000	-0.170099
8.763000	0.221913
8.764000	0.223522
8.765000	-0.127615
8.766000	0.144669
8.767000	0.150463
8.768000	0.231247
8.769000	0.263110
8.770000	0.270512
8.771000	0.282742
8.772000	0.238005
8.773000	0.222879
8.774000	0.180716
8.775000	0.136945
8.776000	0.106047
8.777000	0.107657
8.778000	0.092208
8.779000	0.107657
8.780000	0.107657
8.781000	0.125358
8.782000	0.084805
8.783000	0.082552
8.784000	0.038137
8.785000	-0.036853
8.786000	-0.036853
8.787000	-0.085131
8.788000	-0.072579
8.789000	-0.072901
8.790000	-0.020761
8.791000	0.032988
8.792000	0.033631
8.793000	0.093173
8.794000	0.158509
8.795000	0.188441
8.796000	0.220626
8.797000	0.230281
8.798000	0.198740
8.799000	0.196487
8.800000	0.161727
8.801000	0.138554
8.802000	0.138554
8.803000	0.123749
8.804000	0.114737
8.805000	0.121818
8.806000	0.109588
8.807000	0.118278
8.808000	0.111197
8.809000	0.138554
8.810000	0.156256
8.811000	0.157865
8.812000	0.174923
8.813000	0.182647
8.814000	0.187153
8.815000	0.190694
8.816000	0.197453
8.817000	0.192947
8.818000	0.193912
8.819000	0.212901
8.820000	0.233821
8.821000	0.233500
8.822000	0.246052
8.823000	0.221269
8.824000	0.229637
8.825000	0.202280
8.826000	0.156900
8.827000	0.158831
8.828000	0.108300
8.829000	0.069678
8.830000	0.070322
8.831000	0.050689
8.832000	0.058414
8.833000	0.045862
8.834000	0.056805
8.835000	0.067426
8.836000	0.051655
8.837000	0.050368
8.838000	0.048115
8.839000	0.041034
8.840000	0.042321
8.841000	0.051655
8.842000	0.063563
8.843000	0.064529
8.844000	0.055839
8.845000	0.070644
8.846000	0.063885
8.847000	0.046827
8.848000	0.034597
8.849000	0.029447
8.850000	-0.037175
8.851000	-0.064854
8.852000	-0.063567
8.853000	-0.048118
8.854000	-0.036853
8.855000	-0.035244
8.856000	-0.003703
8.857000	0.016573
8.858000	0.026873
8.859000	0.036850
8.860000	0.090921
8.861000	0.111519
8.862000	0.107979
8.863000	0.073863
8.864000	-0.137914
8.865000	-0.154328
8.866000	-0.476499
8.867000	-0.366749
8.868000	-0.347438
8.869000	0.071288
8.870000	0.378332
8.871000	0.385090
8.872000	0.377688
8.873000	0.254742
8.874000	0.256351
8.875000	0.193590
8.876000	0.168164
8.877000	0.172026
8.878000	0.156578
8.879000	0.186831
8.880000	0.201637
8.881000	0.200027
8.882000	0.216442
8.883000	0.282421
8.884000	0.338100
8.885000	0.269547
8.886000	0.650938
8.887000	1.063548
8.888000	0.320399
8.889000	-0.658022
8.890000	-0.716598
8.891000	-0.912283
8.892000	-0.353231
8.893000	-0.339070
8.894000	-0.151110
8.895000	-0.096396
8.896000	-0.097039
8.897000	-0.060992
8.898000	-0.088993
8.899000	-0.081912
8.900000	-0.091568
8.901000	-0.100258
8.902000	-0.066464
8.903000	-0.065176
8.904000	-0.027198
8.905000	-0.008531
8.906000	-0.006600
8.907000	0.005631
8.908000	0.018505
8.909000	0.015286
8.910000	-0.000163
8.911000	0.014320
8.912000	0.013677
8.913000	0.052299
8.914000	0.069035
8.915000	0.070966
8.916000	0.106369
8.917000	0.157865
8.918000	0.159474
8.919000	0.176210
8.920000	0.123427
8.921000	0.043931
8.922000	0.010458
8.923000	-0.101545
8.924000	-0.162696
8.925000	-0.169133
8.926000	-0.150144
8.927000	-0.094143
8.928000	-0.094786
8.929000	-0.067751
8.930000	-0.061958
8.931000	-0.070648
8.932000	-0.086096
8.933000	-0.100901
8.934000	-0.101545
8.935000	-0.083200
8.936000	-0.064532
8.937000	-0.063889
8.938000	-0.035566
8.939000	-0.023336
8.940000	-0.012393
8.941000	0.005309
8.942000	0.024298
8.943000	0.034919
8.944000	0.036528
8.945000	0.017217
8.946000	0.013999
8.947000	0.017217
8.948000	-0.023336
8.949000	-0.047475
8.950000	-0.048762
8.951000	-0.075154
8.952000	-0.095752
8.953000	-0.088027
8.954000	-0.101223
8.955000	-0.113454
8.956000	-0.110235
8.957000	-0.097039
8.958000	-0.062923
8.959000	-0.060992
8.960000	-0.023014
8.961000	-0.005634
8.962000	-0.014968
8.963000	-0.005956
8.964000	-0.003703
8.965000	0.002090
8.966000	-0.007243
8.967000	0.007240
8.968000	0.009815
8.969000	0.006596
8.970000	-0.008209
8.971000	-0.029451
8.972000	-0.017221
8.973000	0.027516
8.974000	0.052942
8.975000	0.061310
8.976000	0.080621
8.977000	0.106369
8.978000	0.106691
8.979000	0.143382
8.980000	0.199705
8.981000	0.220626
8.982000	0.273731
8.983000	0.382516
8.984000	0.524451
8.985000	0.567579
8.986000	0.729469
8.987000	0.307203
8.988000	0.260213
8.989000	-0.075154
8.990000	0.389596
8.991000	0.379619
8.992000	0.544084
8.993000	0.612316
8.994000	0.586246
8.995000	0.379297
8.996000	0.097679
8.997000	0.089955
8.998000	-0.117638
8.999000	-0.224170
9.000000	-0.225457
9.001000	-0.302057
9.002000	-0.327483
9.003000	-0.331345
9.004000	-0.329092
9.005000	-0.305597
9.006000	-0.277918
9.007000	-0.276309
9.008000	-0.230607
9.009000	-0.191019
9.010000	-0.191341
9.011000	-0.136627
9.012000	-0.042325
9.013000	-0.040394
9.014000	0.015286
9.015000	-0.017221
9.016000	-0.018186
9.017000	-0.049084
9.018000	-0.069360
9.019000	-0.069682
9.020000	-0.087706
9.021000	-0.066142
9.022000	-0.066142
9.023000	-0.053268
9.024000	-0.059061
9.025000	-0.032348
9.026000	-0.005634
9.027000	-0.012715
9.028000	0.004987
9.029000	0.023332
9.030000	0.023010
9.031000	0.041034
9.032000	0.057770
9.033000	0.051977
9.034000	0.054230
9.035000	0.061310
9.036000	0.039425
9.037000	0.048436
9.038000	0.037494
9.039000	0.069357
9.040000	0.068069
9.041000	0.087380
9.042000	0.080621
9.043000	0.088346
9.044000	0.110875
9.045000	0.135658
9.046000	0.135658
9.047000	0.153681
9.048000	0.190050
9.049000	0.187475
9.050000	0.215154
9.051000	0.251845
9.052000	0.259247
9.053000	0.324261
9.054000	0.531532
9.055000	0.299157
9.056000	-0.139201
9.057000	-0.072579
9.058000	0.050689
9.059000	0.054552
9.060000	0.106691
9.061000	0.125680
9.062000	0.118278
9.063000	0.125037
9.064000	0.104116
9.065000	0.103151
9.066000	0.112163
9.067000	0.137910
9.068000	0.140485
9.069000	0.157543
9.070000	0.142416
9.071000	0.161405
9.072000	0.170095
9.073000	0.182326
9.074000	0.182004
9.075000	0.192303
9.076000	0.224488
9.077000	0.255385
9.078000	0.268259
9.079000	0.297548
9.080000	0.315571
9.081000	0.310421
9.082000	0.289179
9.083000	0.273409
9.084000	0.280168
9.085000	0.249270
9.086000	0.233821
9.087000	0.243155
9.088000	0.213867
9.089000	0.196809
9.090000	0.190372
9.091000	0.162049
9.092000	0.185544
9.093000	0.186510
9.094000	0.193268
9.095000	0.203246
9.096000	0.196165
9.097000	0.204533
9.098000	0.222235
9.099000	0.251523
9.100000	0.251201
9.101000	0.272765
9.102000	0.310743
9.103000	0.318146
9.104000	0.368998
9.105000	0.357090
9.106000	0.366423
9.107000	0.397964
9.108000	0.362239
9.109000	0.355802
9.110000	0.287248
9.111000	0.201637
9.112000	0.193590
9.113000	0.136945
9.114000	-0.156581
9.115000	-0.212261
9.116000	-0.128902
9.117000	-0.035888
9.118000	0.060023
9.119000	0.132117
9.120000	0.377044
9.121000	0.441092
9.122000	0.444311
9.123000	0.378975
9.124000	0.247983
9.125000	0.243155
9.126000	0.175245
9.127000	0.147244
9.128000	0.145635
9.129000	0.136301
9.130000	0.081909
9.131000	0.073219
9.132000	-0.008853
9.133000	0.069357
9.134000	0.084805
9.135000	0.450748
9.136000	0.639351
9.137000	0.661237
9.138000	0.702755
9.139000	0.440770
9.140000	0.530888
9.141000	0.331663
9.142000	1.339051
9.143000	-0.478108
9.144000	-0.687632
9.145000	-0.472637
9.146000	-0.178467
9.147000	-0.168168
9.148000	-0.027198
9.149000	0.031057
9.150000	0.028804
9.151000	0.069678
9.152000	0.103473
9.153000	0.102507
9.154000	0.097357
9.155000	0.059701
9.156000	0.053908
9.157000	0.025585
9.158000	0.052621
9.159000	0.054552
9.160000	0.064529
9.161000	0.072253
9.162000	0.057448
9.163000	0.056805
9.164000	0.013355
9.165000	-0.088671
9.166000	-0.091246
9.167000	-0.156581
9.168000	-0.179111
9.169000	-0.178145
9.170000	-0.189088
9.171000	-0.194881
9.172000	-0.194559
9.173000	-0.246055
9.174000	-0.274700
9.175000	-0.273091
9.176000	-0.297873
9.177000	-0.317506
9.178000	-0.319437
9.179000	-0.322012
9.180000	-0.337139
9.181000	-0.333920
9.182000	-0.326196
9.183000	-0.290470
9.184000	-0.242193
9.185000	-0.243159
9.186000	-0.270194
9.187000	-0.309138
9.188000	-0.308494
9.189000	-0.385094
9.190000	-0.437877
9.191000	-0.436912
9.192000	-0.455257
9.193000	-0.480039
9.194000	-0.479718
9.195000	-0.547950
9.196000	-0.659953
9.197000	-0.668643
9.198000	-0.794164
9.199000	-0.890075
9.200000	-0.915823
9.201000	-0.948330
9.202000	-0.937387
9.203000	-0.928053
9.204000	-0.935777
9.205000	-0.924191
9.206000	-0.908420
9.207000	-0.914535
9.208000	-0.924513
9.209000	-0.901340
9.210000	-0.902627
9.211000	-0.880098
9.212000	-0.846947
9.213000	-0.850166
9.214000	-0.832464
9.215000	-0.806072
9.216000	-0.808003
9.217000	-0.772278
9.218000	-0.709196
9.219000	-0.709196
9.220000	-0.652872
9.221000	-0.566295
9.222000	-0.489051
9.223000	-0.440130
9.224000	-0.292723
9.225000	-0.122787
9.226000	-0.119247
9.227000	0.027838
9.228000	0.101220
9.229000	0.100254
9.230000	0.121174
9.231000	0.154325
9.232000	0.136301
9.233000	0.153681
9.234000	0.170739
9.235000	0.170739
9.236000	0.189406
9.237000	0.225132
9.238000	0.225453
9.239000	0.249592
9.240000	0.269547
9.241000	0.275662
9.242000	0.291754
9.243000	0.328445
9.244000	0.344216
9.245000	0.346790
9.246000	0.365779
9.247000	0.399252
9.248000	0.397643
9.249000	0.414379
9.250000	0.416310
9.251000	0.410516
9.252000	0.414379
9.253000	0.431115
9.254000	0.431759
9.255000	0.462978
9.256000	0.502243
9.257000	0.497094
9.258000	0.553417
9.259000	0.607166
9.260000	0.607810
9.261000	0.644501
9.262000	0.667352
9.263000	0.675720
9.264000	0.692456
9.265000	0.671214
9.266000	0.689238
9.267000	0.687307
9.268000	0.705652
9.269000	0.724319
9.270000	0.733653
9.271000	0.764872
9.272000	0.783539
9.273000	0.777746
9.274000	0.814115
9.275000	0.882347
9.276000	0.889749
9.277000	0.968602
9.278000	1.097342
9.279000	1.100561
9.280000	1.351281
9.281000	1.519286
9.282000	1.315556
9.283000	0.359343
9.284000	0.510611
9.285000	0.621328
9.286000	0.447851
9.287000	0.730756
9.288000	1.038444
9.289000	1.077066
9.290000	1.064192
9.291000	0.911313
9.292000	0.747492
9.293000	0.724641
9.294000	0.650294
9.295000	0.614247
9.296000	0.583993
9.297000	0.587533
9.298000	0.567901
9.299000	0.555348
9.300000	0.553096
9.301000	0.534106
9.302000	0.527026
9.303000	0.526704
9.304000	0.536359
9.305000	0.529922
9.306000	0.537325
9.307000	0.523807
9.308000	0.534106
9.309000	0.527669
9.310000	0.535072
9.311000	0.523485
9.312000	0.523807
9.313000	0.504496
9.314000	0.489048
9.315000	0.477783
9.316000	0.473277
9.317000	0.462334
9.318000	0.503853
9.319000	0.502565
9.320000	0.539900
9.321000	0.575303
9.322000	0.576269
9.323000	0.581418
9.324000	0.597833
9.325000	0.592683
9.326000	0.590108
9.327000	0.581740
9.328000	0.584959
9.329000	0.546337
9.330000	0.516405
9.331000	0.516405
9.332000	0.447207
9.333000	0.407298
9.334000	0.395068
9.335000	0.369642
9.336000	0.351296
9.337000	0.360630
9.338000	0.364814
9.339000	0.384125
9.340000	0.396677
9.341000	0.398286
9.342000	0.395068
9.343000	0.380585
9.344000	0.388631
9.345000	0.369964
9.346000	0.358699
9.347000	0.357090
9.348000	0.337457
9.349000	0.346790
9.350000	0.325548
9.351000	0.318146
9.352000	0.313318
9.353000	0.314606
9.354000	0.327801
9.355000	0.309456
9.356000	0.300122
9.357000	0.285961
9.358000	0.268903
9.359000	0.266006
9.360000	0.275018
9.361000	0.264719
9.362000	0.257638
9.363000	0.267937
9.364000	0.249914
9.365000	0.236396
9.366000	0.242190
9.367000	0.225775
9.368000	0.239615
9.369000	0.231890
9.370000	0.258604
9.371000	0.281777
9.372000	0.283064
9.373000	0.378332
9.374000	0.625190
9.375000	0.625512
9.376000	-0.006278
9.377000	0.134370
9.378000	0.182326
9.379000	0.219982
9.380000	0.231247
9.381000	0.194234
9.382000	0.186831
9.383000	0.170739
9.384000	0.183613
9.385000	0.182004
9.386000	0.201637
9.387000	0.207108
9.388000	0.207752
9.389000	0.194234
9.390000	0.188119
9.391000	0.189728
9.392000	0.157543
9.393000	0.119887
9.394000	0.119243
9.395000	0.081265
9.396000	-0.068717
9.397000	-0.150788
9.398000	-0.389922
9.399000	-0.446889
9.400000	-0.092855
9.401000	-0.010784
9.402000	0.297226
9.403000	0.375757
9.404000	0.363848
9.405000	0.251523
9.406000	0.166877
9.407000	0.160440
9.408000	0.125037
9.409000	0.107335
9.410000	0.107013
9.411000	0.118921
9.412000	0.136623
9.413000	0.145313
9.414000	0.151428
9.415000	0.160118
9.416000	0.157543
9.417000	0.175245
9.418000	0.147566
9.419000	0.126324
9.420000	0.100254
9.421000	0.071610
9.422000	0.090921
9.423000	0.093495
9.424000	0.135979
9.425000	0.163015
9.426000	0.163337
9.427000	0.225775
9.428000	0.330698
9.429000	0.338100
9.430000	0.403114
9.431000	0.148853
9.432000	0.196165
9.433000	0.127289
9.434000	0.932555
9.435000	0.837288
9.436000	-0.605560
9.437000	-0.887500
9.438000	-0.697609
9.439000	-0.272125
9.440000	-0.075475
9.441000	-0.091246
9.442000	-0.110557
9.443000	-0.070004
9.444000	-0.017221
9.445000	-0.017864
9.446000	-0.044900
9.447000	-0.056164
9.448000	-0.056808
9.449000	-0.041038
9.450000	-0.012715
9.451000	-0.006278
9.452000	-0.003381
9.453000	-0.043934
9.454000	-0.043290
9.455000	-0.019796
9.456000	-0.000163
9.457000	-0.009818
9.458000	0.003056
9.459000	-0.015611
9.460000	-0.009174
9.461000	-0.038141
9.462000	-0.296907
9.463000	-0.224491
9.464000	-0.205180
9.465000	0.158509
9.466000	0.261822
9.467000	0.256351
9.468000	0.126646
9.469000	0.020757
9.470000	0.022689
9.471000	-0.040716
9.472000	-0.069038
9.473000	-0.068395
9.474000	-0.085775
9.475000	-0.090280
9.476000	-0.084165
9.477000	-0.052624
9.478000	-0.017221
9.479000	-0.015290
9.480000	0.028160
9.481000	0.056483
9.482000	0.065816
9.483000	0.067426
9.484000	0.084484
9.485000	0.039747
9.486000	0.032022
9.487000	0.011102
9.488000	-0.006922
9.489000	-0.005312
9.490000	-0.011427
9.491000	-0.036853
9.492000	-0.035888
9.493000	-0.065498
9.494000	-0.076441
9.495000	-0.072901
9.496000	-0.058417
9.497000	-0.021083
9.498000	-0.019474
9.499000	0.012068
9.500000	0.034597
9.501000	0.036206
9.502000	0.014642
9.503000	-0.052946
9.504000	-0.121500
9.505000	-0.134696
9.506000	-0.171064
9.507000	-0.143064
9.508000	-0.133730
9.509000	-0.091890
9.510000	-0.073222
9.511000	-0.077085
9.512000	-0.075154
9.513000	-0.040072
9.514000	-0.040394
9.515000	-0.042003
9.516000	-0.044900
9.517000	-0.046509
9.518000	-0.046187
9.519000	-0.046831
9.520000	-0.047796
9.521000	-0.045865
9.522000	-0.045222
9.523000	-0.043612
9.524000	-0.041359
9.525000	-0.041359
9.526000	-0.039750
9.527000	-0.040716
9.528000	-0.040072
9.529000	-0.041359
9.530000	-0.040072
9.531000	-0.040716
9.532000	-0.043290
9.533000	-0.045865
9.534000	-0.048118
9.535000	-0.048440
9.536000	-0.047153
9.537000	-0.047475
9.538000	-0.046509
9.539000	-0.045222
9.540000	-0.044578
9.541000	-0.042003
9.542000	-0.042003
9.543000	-0.041038
9.544000	-0.041038
9.545000	-0.041681
9.546000	-0.042325
9.547000	-0.041681
9.548000	-0.042325
9.549000	-0.045865
9.550000	-0.047475
9.551000	-0.048440
9.552000	-0.049084
9.553000	-0.048440
9.554000	-0.046831
9.555000	-0.055521
9.556000	-0.053268
9.557000	-0.032026
9.558000	-0.042325
9.559000	-0.037819
9.560000	-0.042969
9.561000	-0.057130
9.562000	-0.050371
9.563000	-0.076441
9.564000	-0.061636
9.565000	-0.088349
9.566000	-0.099614
9.567000	-0.120534
9.568000	-0.142420
9.569000	-0.142420
9.570000	-0.161087
9.571000	-0.148857
9.572000	-0.159478
9.573000	-0.146926
9.574000	-0.136627
9.575000	-0.136949
9.576000	-0.134374
9.577000	-0.132443
9.578000	-0.143385
9.579000	-0.124718
9.580000	-0.106695
9.581000	-0.115385
9.582000	-0.079016
9.583000	-0.062923
9.584000	-0.060348
9.585000	-0.045865
9.586000	-0.020117
9.587000	-0.001450
9.588000	0.012068
9.589000	0.046505
9.590000	0.097036
9.591000	0.097679
9.592000	0.129542
9.593000	0.118600
9.594000	0.109910
9.595000	0.010780
9.596000	-0.088993
9.597000	-0.089959
9.598000	-0.135661
9.599000	-0.128902
9.600000	-0.138880
9.601000	-0.113775
9.602000	-0.095430
9.603000	-0.103154
9.604000	-0.105729
9.605000	-0.123109
9.606000	-0.133408
9.607000	-0.146282
9.608000	-0.212261
9.609000	-0.325230
9.610000	-0.331667
9.611000	-0.248308
9.612000	0.119565
9.613000	0.129542
9.614000	0.217729
9.615000	0.088024
9.616000	0.094139
9.617000	0.081587
9.618000	0.053264
9.619000	0.047149
9.620000	0.065494
9.621000	0.099932
9.622000	0.100576
9.623000	0.215154
9.624000	0.340353
9.625000	0.328767
9.626000	-0.025267
9.627000	1.075456
9.628000	0.571763
9.629000	1.213851
9.630000	-0.606204
9.631000	-1.343560
9.632000	-1.354825
9.633000	-0.961204
9.634000	-0.232216
9.635000	-0.212905
9.636000	0.179751
9.637000	0.308490
9.638000	0.301410
9.639000	0.144026
9.640000	0.009815
9.641000	0.004987
9.642000	-0.033313
9.643000	0.005952
9.644000	0.011746
9.645000	0.068391
9.646000	0.105726
9.647000	0.114737
9.648000	0.126968
9.649000	0.157865
9.650000	0.192303
9.651000	0.196809
9.652000	0.266650
9.653000	0.384769
9.654000	0.393137
9.655000	0.593005
9.656000	0.806712
9.657000	0.947039
9.658000	0.537325
9.659000	-0.102833
9.660000	0.012068
9.661000	0.623902
9.662000	0.473599
9.663000	0.480358
9.664000	0.484220
9.665000	0.320721
9.666000	0.312031
9.667000	0.073219
9.668000	-0.103476
9.669000	-0.166880
9.670000	-0.226744
9.671000	-0.292723
9.672000	-0.318149
9.673000	-0.307850
9.674000	-0.313644
9.675000	-0.285643
9.676000	-0.292402
9.677000	-0.263113
9.678000	-0.224813
9.679000	-0.217411
9.680000	-0.188444
9.681000	-0.143385
9.682000	-0.138236
9.683000	-0.110557
9.684000	-0.081912
9.685000	-0.082556
9.686000	-0.068073
9.687000	-0.048440
9.688000	-0.044256
9.689000	-0.046831
9.690000	-0.034279
9.691000	-0.017864
9.692000	-0.013359
9.693000	0.016895
9.694000	0.051977
9.695000	0.051655
9.696000	0.088989
9.697000	0.092208
9.698000	0.098323
9.699000	0.086093
9.700000	0.082874
9.701000	0.074184
9.702000	0.086093
9.703000	0.099610
9.704000	0.086736
9.705000	0.094783
9.706000	0.084162
9.707000	0.089311
9.708000	0.079978
9.709000	0.070000
9.710000	0.065816
9.711000	0.054873
9.712000	0.069357
9.713000	0.054552
9.714000	0.053908
9.715000	0.048436
9.716000	0.047149
9.717000	0.045540
9.718000	0.035884
9.719000	0.055839
9.720000	0.056805
9.721000	0.083196
9.722000	0.106047
9.723000	0.107013
9.724000	0.127289
9.725000	0.154968
9.726000	0.155934
9.727000	0.167521
9.728000	0.193590
9.729000	0.188441
9.730000	0.229637
9.731000	0.266650
9.732000	0.279846
9.733000	0.289501
9.734000	0.272443
9.735000	0.253454
9.736000	0.254098
9.737000	0.212901
9.738000	0.180073
9.739000	0.181038
9.740000	0.174923
9.741000	0.192625
9.742000	0.187153
9.743000	0.131473
9.744000	0.025263
9.745000	0.025585
9.746000	-0.038141
9.747000	-0.043290
9.748000	-0.043934
9.749000	-0.044900
9.750000	-0.029451
9.751000	-0.036532
9.752000	-0.025267
9.753000	-0.007565
9.754000	0.039747
9.755000	0.046505
9.756000	0.097036
9.757000	0.162371
9.758000	0.164624
9.759000	0.138232
9.760000	0.094139
9.761000	0.089955
9.762000	-0.170743
9.763000	0.220626
9.764000	0.224166
9.765000	-0.100580
9.766000	0.145313
9.767000	0.150463
9.768000	0.232212
9.769000	0.263110
9.770000	0.269869
9.771000	0.282099
9.772000	0.238005
9.773000	0.207108
9.774000	0.180395
9.775000	0.137589
9.776000	0.101542
9.777000	0.108300
9.778000	0.093817
9.779000	0.107979
9.780000	0.107979
9.781000	0.125680
9.782000	0.086415
9.783000	0.083840
9.784000	0.037494
9.785000	-0.038785
9.786000	-0.036532
9.787000	-0.085775
9.788000	-0.073866
9.789000	-0.072579
9.790000	-0.021405
9.791000	0.032988
9.792000	0.043931
